内蒙古组播,#genre#
广东卫视,http://221.223.18.142:8888/rtp/239.3.1.142:8048
广东卫视,http://221.219.99.74:8005/rtp/239.3.1.142:8048
河南卫视,http://221.223.18.142:8888/rtp/239.3.1.50:8184
河南卫视,http://221.219.99.74:8005/rtp/239.3.1.50:8184
河北卫视,http://221.223.18.142:8888/rtp/239.3.1.148:8072
河北卫视,http://221.219.99.74:8005/rtp/239.3.1.148:8072
青海卫视,http://221.223.18.142:8888/rtp/239.3.1.44:8184
青海卫视,http://221.219.99.74:8005/rtp/239.3.1.44:8184
西藏卫视,http://221.223.18.142:8888/rtp/239.3.1.166:8188
西藏卫视,http://221.219.99.74:8005/rtp/239.3.1.166:8188
三沙卫视,http://221.223.18.142:8888/rtp/239.3.1.155:4120
三沙卫视,http://221.219.99.74:8005/rtp/239.3.1.155:4120
金鹰卡通,http://221.223.18.142:8888/rtp/239.3.1.51:9252
金鹰卡通,http://221.219.99.74:8005/rtp/239.3.1.51:9252
嘉佳卡通,http://221.223.18.142:8888/rtp/239.3.1.147:9268
嘉佳卡通,http://221.219.99.74:8005/rtp/239.3.1.147:9268
卡酷少儿,http://221.223.18.142:8888/rtp/239.3.1.189:8000
卡酷少儿,http://221.219.99.74:8005/rtp/239.3.1.189:8000
山东教育卫视,http://221.223.18.142:8888/rtp/239.3.1.52:4120
山东教育卫视,http://221.219.99.74:8005/rtp/239.3.1.52:4120
北京新闻,http://221.223.18.142:8888/rtp/239.3.1.159:8000
北京新闻,http://221.219.99.74:8005/rtp/239.3.1.159:8000
北京生活,http://221.223.18.142:8888/rtp/239.3.1.117:8000
北京生活,http://221.219.99.74:8005/rtp/239.3.1.117:8000
北京影视,http://221.223.18.142:8888/rtp/239.3.1.158:8000
北京影视,http://221.219.99.74:8005/rtp/239.3.1.158:8000
北京文艺,http://221.223.18.142:8888/rtp/239.3.1.242:8000
北京文艺,http://221.219.99.74:8005/rtp/239.3.1.242:8000
北京体育休闲,http://221.223.18.142:8888/rtp/239.3.1.243:8000
北京体育休闲,http://221.219.99.74:8005/rtp/239.3.1.243:8000
北京纪实科教,http://221.223.18.142:8888/rtp/239.3.1.115:8000
北京纪实科教,http://221.219.99.74:8005/rtp/239.3.1.115:8000
北京财经,http://221.223.18.142:8888/rtp/239.3.1.116:8000
北京财经,http://221.219.99.74:8005/rtp/239.3.1.116:8000
北京国际,http://221.223.18.142:8888/rtp/239.3.1.235:8000
北京国际,http://221.219.99.74:8005/rtp/239.3.1.235:8000
北京朝阳,http://221.223.18.142:8888/rtp/239.3.1.163:8001
北京朝阳,http://221.219.99.74:8005/rtp/239.3.1.163:8001
北京密云,http://221.223.18.142:8888/rtp/239.3.1.154:8001
北京密云,http://221.219.99.74:8005/rtp/239.3.1.154:8001
北京延庆,http://221.223.18.142:8888/rtp/239.3.1.187:8001
北京延庆,http://221.219.99.74:8005/rtp/239.3.1.187:8001
北京房山,http://221.223.18.142:8888/rtp/239.3.1.96:8001
北京房山,http://221.219.99.74:8005/rtp/239.3.1.96:8001
北京通州,http://221.223.18.142:8888/rtp/239.3.1.221:8001
北京通州,http://221.219.99.74:8005/rtp/239.3.1.221:8001
北京门头沟,http://221.223.18.142:8888/rtp/239.3.1.59:8001
北京门头沟,http://221.219.99.74:8005/rtp/239.3.1.59:8001
淘电影,http://221.223.18.142:8888/rtp/239.3.1.250:8001
淘电影,http://221.219.99.74:8005/rtp/239.3.1.250:8001
淘剧场,http://221.223.18.142:8888/rtp/239.3.1.95:8001
淘剧场,http://221.219.99.74:8005/rtp/239.3.1.95:8001
淘娱乐,http://221.223.18.142:8888/rtp/239.3.1.100:8001
淘娱乐,http://221.219.99.74:8005/rtp/239.3.1.100:8001
淘baby,http://221.223.18.142:8888/rtp/239.3.1.238:8001
淘baby,http://221.219.99.74:8005/rtp/239.3.1.238:8001
萌宠TV,http://221.223.18.142:8888/rtp/239.3.1.102:8001
萌宠TV,http://221.219.99.74:8005/rtp/239.3.1.102:8001
睛彩竞技,http://221.223.18.142:8888/rtp/239.3.1.125:8001
睛彩竞技,http://221.219.99.74:8005/rtp/239.3.1.125:8001
睛彩广场舞,http://221.223.18.142:8888/rtp/239.3.1.128:8001
睛彩广场舞,http://221.219.99.74:8005/rtp/239.3.1.128:8001
睛彩篮球,http://221.223.18.142:8888/rtp/239.3.1.126:8001
睛彩篮球,http://221.219.99.74:8005/rtp/239.3.1.126:8001
睛彩青少,http://221.223.18.142:8888/rtp/239.3.1.127:8001
睛彩青少,http://221.219.99.74:8005/rtp/239.3.1.127:8001
聚鲨环球精选,http://221.223.18.142:8888/rtp/239.3.1.160:8001
聚鲨环球精选,http://221.223.18.142:8888/rtp/239.3.1.179:8001
聚鲨环球精选,http://221.219.99.74:8005/rtp/239.3.1.160:8001
聚鲨环球精选,http://221.219.99.74:8005/rtp/239.3.1.179:8001
IPTV少儿动画,http://221.223.18.142:8888/rtp/239.3.1.199:9000
IPTV少儿动画,http://221.219.99.74:8005/rtp/239.3.1.199:9000
IPTV热播剧场,http://221.223.18.142:8888/rtp/239.3.1.194:9020
IPTV热播剧场,http://221.219.99.74:8005/rtp/239.3.1.194:9020
IPTV经典电影,http://221.223.18.142:8888/rtp/239.3.1.195:9024
IPTV经典电影,http://221.219.99.74:8005/rtp/239.3.1.195:9024
IPTV魅力时尚,http://221.223.18.142:8888/rtp/239.3.1.196:9012
IPTV魅力时尚,http://221.219.99.74:8005/rtp/239.3.1.196:9012
央视网CCTV3,http://221.223.18.142:8888/rtp/239.3.1.193:8012
央视网CCTV3,http://221.219.99.74:8005/rtp/239.3.1.193:8012
央视网CCTV5,http://221.223.18.142:8888/rtp/239.3.1.89:4120
央视网CCTV5,http://221.219.99.74:8005/rtp/239.3.1.89:4120
央视网CCTV8,http://221.223.18.142:8888/rtp/239.3.1.85:4120
央视网CCTV8,http://221.219.99.74:8005/rtp/239.3.1.85:4120
央视网CCTV10,http://221.223.18.142:8888/rtp/239.3.1.86:4120
央视网CCTV10,http://221.219.99.74:8005/rtp/239.3.1.86:4120
财富天下,http://221.223.18.142:8888/rtp/239.3.1.53:9136
财富天下,http://221.219.99.74:8005/rtp/239.3.1.53:9136
IPTV光影,http://221.223.18.142:8888/rtp/239.3.1.84:4120
IPTV光影,http://221.219.99.74:8005/rtp/239.3.1.84:4120
IPTV军事,http://221.223.18.142:8888/rtp/239.3.1.76:4120
IPTV军事,http://221.219.99.74:8005/rtp/239.3.1.76:4120
IPTV军旅剧场,http://221.223.18.142:8888/rtp/239.3.1.69:4120
IPTV军旅剧场,http://221.223.18.142:8888/rtp/239.3.1.68:4120
IPTV军旅剧场,http://221.219.99.74:8005/rtp/239.3.1.69:4120
IPTV军旅剧场,http://221.219.99.74:8005/rtp/239.3.1.68:4120
IPTV动作影院,http://221.223.18.142:8888/rtp/239.3.1.92:4120
IPTV动作影院,http://221.219.99.74:8005/rtp/239.3.1.92:4120
IPTV动画,http://221.223.18.142:8888/rtp/239.3.1.80:4120
IPTV动画,http://221.219.99.74:8005/rtp/239.3.1.80:4120
IPTV喜剧剧场,http://221.223.18.142:8888/rtp/239.3.1.91:4120
IPTV喜剧剧场,http://221.219.99.74:8005/rtp/239.3.1.91:4120
IPTV国学,http://221.223.18.142:8888/rtp/239.3.1.77:4120
IPTV国学,http://221.219.99.74:8005/rtp/239.3.1.77:4120
IPTV地理,http://221.223.18.142:8888/rtp/239.3.1.71:4120
IPTV地理,http://221.219.99.74:8005/rtp/239.3.1.71:4120
IPTV墨宝,http://221.223.18.142:8888/rtp/239.3.1.83:4120
IPTV墨宝,http://221.219.99.74:8005/rtp/239.3.1.83:4120
IPTV好学生,http://221.223.18.142:8888/rtp/239.3.1.81:4120
IPTV好学生,http://221.219.99.74:8005/rtp/239.3.1.81:4120
IPTV家庭影院,http://221.223.18.142:8888/rtp/239.3.1.93:4120
IPTV家庭影院,http://221.219.99.74:8005/rtp/239.3.1.93:4120
IPTV影视,http://221.223.18.142:8888/rtp/239.3.1.88:4120
IPTV影视,http://221.219.99.74:8005/rtp/239.3.1.88:4120
IPTV戏曲,http://221.223.18.142:8888/rtp/239.3.1.78:4120
IPTV戏曲,http://221.219.99.74:8005/rtp/239.3.1.78:4120
IPTV早教,http://221.223.18.142:8888/rtp/239.3.1.79:4120
IPTV早教,http://221.219.99.74:8005/rtp/239.3.1.79:4120
IPTV星影,http://221.223.18.142:8888/rtp/239.3.1.94:4120
IPTV星影,http://221.219.99.74:8005/rtp/239.3.1.94:4120
IPTV武侠剧场,http://221.223.18.142:8888/rtp/239.3.1.90:4120
IPTV武侠剧场,http://221.219.99.74:8005/rtp/239.3.1.90:4120
IPTV武术,http://221.223.18.142:8888/rtp/239.3.1.87:4120
IPTV武术,http://221.219.99.74:8005/rtp/239.3.1.87:4120
IPTV精选,http://221.223.18.142:8888/rtp/239.3.1.74:4120
IPTV精选,http://221.219.99.74:8005/rtp/239.3.1.74:4120
IPTV美人,http://221.223.18.142:8888/rtp/239.3.1.73:4120
IPTV美人,http://221.219.99.74:8005/rtp/239.3.1.73:4120
IPTV美妆,http://221.223.18.142:8888/rtp/239.3.1.72:4120
IPTV美妆,http://221.219.99.74:8005/rtp/239.3.1.72:4120
IPTV解密,http://221.223.18.142:8888/rtp/239.3.1.75:4120
IPTV解密,http://221.219.99.74:8005/rtp/239.3.1.75:4120
IPTV都市剧场,http://221.223.18.142:8888/rtp/239.3.1.67:4120
IPTV都市剧场,http://221.219.99.74:8005/rtp/239.3.1.67:4120
IPTV鉴赏,http://221.223.18.142:8888/rtp/239.3.1.82:4120
IPTV鉴赏,http://221.219.99.74:8005/rtp/239.3.1.82:4120
IPTV音乐现场,http://221.223.18.142:8888/rtp/239.3.1.70:4120
IPTV音乐现场,http://221.219.99.74:8005/rtp/239.3.1.70:4120
山西组播,#genre#
CCTV1,http://60.223.72.92:8003/rtp/226.0.2.153:9136
CCTV1,http://60.223.72.92:8003/rtp/226.0.2.18:8056
CCTV1,http://60.223.72.92:8005/rtp/226.0.2.153:9136
CCTV1,http://60.223.72.92:8005/rtp/226.0.2.18:8056
CCTV1,http://60.223.72.182:8003/rtp/226.0.2.153:9136
CCTV2,http://60.223.72.92:8003/rtp/226.0.2.154:9144
CCTV2,http://60.223.72.92:8003/rtp/226.0.2.19:8064
CCTV2,http://60.223.72.92:8005/rtp/226.0.2.154:9144
CCTV2,http://60.223.72.92:8005/rtp/226.0.2.19:8064
CCTV2,http://60.223.72.182:8003/rtp/226.0.2.154:9144
CCTV3,http://60.223.72.92:8003/rtp/226.0.2.208:9576
CCTV3,http://60.223.72.92:8003/rtp/226.0.2.20:8072
CCTV3,http://60.223.72.92:8005/rtp/226.0.2.208:9576
CCTV3,http://60.223.72.92:8005/rtp/226.0.2.20:8072
CCTV3,http://60.223.72.182:8003/rtp/226.0.2.208:9576
CCTV4,http://60.223.72.92:8003/rtp/226.0.2.156:9160
CCTV4,http://60.223.72.92:8003/rtp/226.0.2.21:8080
CCTV4,http://60.223.72.92:8005/rtp/226.0.2.156:9160
CCTV4,http://60.223.72.92:8005/rtp/226.0.2.21:8080
CCTV4,http://60.223.72.182:8003/rtp/226.0.2.156:9160
CCTV5,http://60.223.72.92:8003/rtp/226.0.2.209:9584
CCTV5,http://60.223.72.92:8003/rtp/226.0.2.22:8088
CCTV5,http://60.223.72.92:8005/rtp/226.0.2.209:9584
CCTV5,http://60.223.72.92:8005/rtp/226.0.2.22:8088
CCTV5,http://60.223.72.182:8003/rtp/226.0.2.209:9584
CCTV5+ HD,http://60.223.72.92:8003/rtp/226.0.2.168:9256
CCTV5+ HD,http://60.223.72.92:8005/rtp/226.0.2.168:9256
CCTV5+ HD,http://60.223.72.182:8003/rtp/226.0.2.168:9256
CCTV5+ HD,http://183.185.153.20:8001/rtp/226.0.2.168:9256
CCTV5+ HD,http://183.188.22.175:7000/rtp/226.0.2.168:9256
CCTV6,http://60.223.72.92:8003/rtp/226.0.2.210:9592
CCTV6,http://60.223.72.92:8003/rtp/226.0.2.23:8096
CCTV6,http://60.223.72.92:8005/rtp/226.0.2.210:9592
CCTV6,http://60.223.72.92:8005/rtp/226.0.2.23:8096
CCTV6,http://60.223.72.182:8003/rtp/226.0.2.210:9592
CCTV7,http://60.223.72.92:8003/rtp/226.0.2.159:9184
CCTV7,http://60.223.72.92:8003/rtp/226.0.2.24:8104
CCTV7,http://60.223.72.92:8005/rtp/226.0.2.159:9184
CCTV7,http://60.223.72.92:8005/rtp/226.0.2.24:8104
CCTV7,http://60.223.72.182:8003/rtp/226.0.2.159:9184
CCTV8,http://60.223.72.92:8003/rtp/226.0.2.211:9600
CCTV8,http://60.223.72.92:8003/rtp/226.0.2.25:8112
CCTV8,http://60.223.72.92:8005/rtp/226.0.2.211:9600
CCTV8,http://60.223.72.92:8005/rtp/226.0.2.25:8112
CCTV8,http://60.223.72.182:8003/rtp/226.0.2.211:9600
CCTV9,http://60.223.72.92:8003/rtp/226.0.2.161:9200
CCTV9,http://60.223.72.92:8003/rtp/226.0.2.26:8120
CCTV9,http://60.223.72.92:8005/rtp/226.0.2.161:9200
CCTV9,http://60.223.72.92:8005/rtp/226.0.2.26:8120
CCTV9,http://60.223.72.182:8003/rtp/226.0.2.161:9200
CCTV10,http://60.223.72.92:8003/rtp/226.0.2.162:9208
CCTV10,http://60.223.72.92:8003/rtp/226.0.2.27:8128
CCTV10,http://60.223.72.92:8005/rtp/226.0.2.162:9208
CCTV10,http://60.223.72.92:8005/rtp/226.0.2.27:8128
CCTV10,http://60.223.72.182:8003/rtp/226.0.2.162:9208
CCTV12,http://60.223.72.92:8003/rtp/226.0.2.164:9224
CCTV12,http://60.223.72.92:8003/rtp/226.0.2.29:8144
CCTV12,http://60.223.72.92:8005/rtp/226.0.2.164:9224
CCTV12,http://60.223.72.92:8005/rtp/226.0.2.29:8144
CCTV12,http://60.223.72.182:8003/rtp/226.0.2.164:9224
CCTV13,http://60.223.72.92:8003/rtp/226.0.2.165:9232
CCTV13,http://60.223.72.92:8003/rtp/226.0.2.30:8152
CCTV13,http://60.223.72.92:8005/rtp/226.0.2.165:9232
CCTV13,http://60.223.72.92:8005/rtp/226.0.2.30:8152
CCTV13,http://60.223.72.182:8003/rtp/226.0.2.165:9232
CCTV14,http://60.223.72.92:8003/rtp/226.0.2.166:9240
CCTV14,http://60.223.72.92:8003/rtp/226.0.2.31:8160
CCTV14,http://60.223.72.92:8005/rtp/226.0.2.166:9240
CCTV14,http://60.223.72.92:8005/rtp/226.0.2.31:8160
CCTV14,http://60.223.72.182:8003/rtp/226.0.2.166:9240
CCTV16,http://60.223.72.92:8003/rtp/226.0.2.169:9264
CCTV16,http://60.223.72.92:8005/rtp/226.0.2.169:9264
CCTV16,http://60.223.72.182:8003/rtp/226.0.2.169:9264
CCTV16,http://183.185.153.20:8001/rtp/226.0.2.169:9264
CCTV16,http://183.188.22.175:7000/rtp/226.0.2.169:9264
CCTV17,http://60.223.72.92:8003/rtp/226.0.2.170:9272
CCTV17,http://60.223.72.92:8003/rtp/226.0.2.207:9568
CCTV17,http://60.223.72.92:8005/rtp/226.0.2.170:9272
CCTV17,http://60.223.72.92:8005/rtp/226.0.2.207:9568
CCTV17,http://60.223.72.182:8003/rtp/226.0.2.170:9272
CETV1 HD,http://60.223.72.92:8003/rtp/226.0.2.181:9360
CETV1 HD,http://60.223.72.92:8005/rtp/226.0.2.181:9360
CETV1 HD,http://60.223.72.182:8003/rtp/226.0.2.181:9360
CETV1 HD,http://183.185.153.20:8001/rtp/226.0.2.181:9360
CETV1 HD,http://183.188.22.175:7000/rtp/226.0.2.181:9360
CETV早期教育 HD,http://60.223.72.92:8003/rtp/226.0.2.99:8704
CETV早期教育 HD,http://60.223.72.92:8005/rtp/226.0.2.99:8704
CETV早期教育 HD,http://60.223.72.182:8003/rtp/226.0.2.99:8704
CETV早期教育 HD,http://183.185.153.20:8001/rtp/226.0.2.99:8704
CETV早期教育 HD,http://183.188.22.175:7000/rtp/226.0.2.99:8704
CHC影迷电影 HD,http://60.223.72.92:8003/rtp/226.0.2.93:8004
CHC影迷电影 HD,http://60.223.72.92:8005/rtp/226.0.2.93:8004
CHC影迷电影 HD,http://60.223.72.182:8003/rtp/226.0.2.93:8004
CHC影迷电影 HD,http://183.185.153.20:8001/rtp/226.0.2.93:8004
CHC影迷电影 HD,http://183.188.22.175:7000/rtp/226.0.2.93:8004
CHC家庭影院 HD,http://60.223.72.92:8003/rtp/226.0.2.240:9820
CHC家庭影院 HD,http://60.223.72.92:8005/rtp/226.0.2.240:9820
CHC家庭影院 HD,http://60.223.72.182:8003/rtp/226.0.2.240:9820
CHC家庭影院 HD,http://183.185.153.20:8001/rtp/226.0.2.240:9820
CHC家庭影院 HD,http://183.188.22.175:7000/rtp/226.0.2.240:9820
CHC动作电影 HD,http://60.223.72.92:8003/rtp/226.0.2.94:8012
CHC动作电影 HD,http://60.223.72.92:8005/rtp/226.0.2.94:8012
CHC动作电影 HD,http://60.223.72.182:8003/rtp/226.0.2.94:8012
CHC动作电影 HD,http://183.185.153.20:8001/rtp/226.0.2.94:8012
CHC动作电影 HD,http://183.188.22.175:7000/rtp/226.0.2.94:8012
山西文体生活 HD,http://60.223.72.92:8003/rtp/226.0.2.16:8040
山西文体生活 HD,http://60.223.72.92:8003/rtp/226.0.2.237:9808
山西文体生活 HD,http://60.223.72.92:8005/rtp/226.0.2.16:8040
山西文体生活 HD,http://60.223.72.92:8005/rtp/226.0.2.237:9808
山西文体生活 HD,http://60.223.72.182:8003/rtp/226.0.2.16:8040
山西社会与法治 HD,http://60.223.72.92:8003/rtp/226.0.2.238:9816
山西社会与法治 HD,http://60.223.72.92:8005/rtp/226.0.2.238:9816
山西社会与法治 HD,http://60.223.72.182:8003/rtp/226.0.2.238:9816
山西社会与法治 HD,http://183.185.153.20:8001/rtp/226.0.2.238:9816
山西社会与法治 HD,http://183.188.22.175:7000/rtp/226.0.2.238:9816
山西经济与科技 HD,http://60.223.72.92:8003/rtp/226.0.2.236:9800
山西经济与科技 HD,http://60.223.72.92:8005/rtp/226.0.2.236:9800
山西经济与科技 HD,http://60.223.72.182:8003/rtp/226.0.2.236:9800
山西经济与科技 HD,http://183.185.153.20:8001/rtp/226.0.2.236:9800
山西经济与科技 HD,http://183.188.22.175:7000/rtp/226.0.2.236:9800
山西黄河 HD,http://60.223.72.92:8003/rtp/226.0.2.235:9792
山西黄河 HD,http://60.223.72.92:8005/rtp/226.0.2.235:9792
山西黄河 HD,http://60.223.72.182:8003/rtp/226.0.2.235:9792
山西黄河 HD,http://183.185.153.20:8001/rtp/226.0.2.235:9792
山西黄河 HD,http://183.188.22.175:7000/rtp/226.0.2.235:9792
清徐 HD,http://60.223.72.92:8003/rtp/226.0.2.191:9440
清徐 HD,http://60.223.72.92:8005/rtp/226.0.2.191:9440
清徐 HD,http://60.223.72.182:8003/rtp/226.0.2.191:9440
清徐 HD,http://183.185.153.20:8001/rtp/226.0.2.191:9440
清徐 HD,http://183.188.22.175:7000/rtp/226.0.2.191:9440
第一剧场 HD,http://60.223.72.92:8003/rtp/226.0.2.221:9680
第一剧场 HD,http://60.223.72.92:8005/rtp/226.0.2.221:9680
第一剧场 HD,http://60.223.72.182:8003/rtp/226.0.2.221:9680
第一剧场 HD,http://183.185.153.20:8001/rtp/226.0.2.221:9680
第一剧场 HD,http://183.188.22.175:7000/rtp/226.0.2.221:9680
风云剧场 HD,http://60.223.72.92:8003/rtp/226.0.2.227:9728
风云剧场 HD,http://60.223.72.92:8005/rtp/226.0.2.227:9728
风云剧场 HD,http://60.223.72.182:8003/rtp/226.0.2.227:9728
风云剧场 HD,http://183.185.153.20:8001/rtp/226.0.2.227:9728
风云剧场 HD,http://183.188.22.175:7000/rtp/226.0.2.227:9728
风云足球 HD,http://60.223.72.92:8003/rtp/226.0.2.225:9712
风云足球 HD,http://60.223.72.92:8005/rtp/226.0.2.225:9712
风云足球 HD,http://60.223.72.182:8003/rtp/226.0.2.225:9712
风云足球 HD,http://183.185.153.20:8001/rtp/226.0.2.225:9712
风云足球 HD,http://183.188.22.175:7000/rtp/226.0.2.225:9712
风云音乐 HD,http://60.223.72.92:8003/rtp/226.0.2.220:9672
风云音乐 HD,http://60.223.72.92:8005/rtp/226.0.2.220:9672
风云音乐 HD,http://60.223.72.182:8003/rtp/226.0.2.220:9672
风云音乐 HD,http://183.185.153.20:8001/rtp/226.0.2.220:9672
风云音乐 HD,http://183.188.22.175:7000/rtp/226.0.2.220:9672
世界地理 HD,http://60.223.72.92:8003/rtp/226.0.2.222:9688
世界地理 HD,http://60.223.72.92:8005/rtp/226.0.2.222:9688
世界地理 HD,http://60.223.72.182:8003/rtp/226.0.2.222:9688
世界地理 HD,http://183.185.153.20:8001/rtp/226.0.2.222:9688
世界地理 HD,http://183.188.22.175:7000/rtp/226.0.2.222:9688
电视指南 HD,http://60.223.72.92:8003/rtp/226.0.2.218:9656
电视指南 HD,http://60.223.72.92:8005/rtp/226.0.2.218:9656
电视指南 HD,http://60.223.72.182:8003/rtp/226.0.2.218:9656
电视指南 HD,http://183.185.153.20:8001/rtp/226.0.2.218:9656
电视指南 HD,http://183.188.22.175:7000/rtp/226.0.2.218:9656
怀旧剧场 HD,http://60.223.72.92:8003/rtp/226.0.2.224:9704
怀旧剧场 HD,http://60.223.72.92:8005/rtp/226.0.2.224:9704
怀旧剧场 HD,http://60.223.72.182:8003/rtp/226.0.2.224:9704
怀旧剧场 HD,http://183.185.153.20:8001/rtp/226.0.2.224:9704
怀旧剧场 HD,http://183.188.22.175:7000/rtp/226.0.2.224:9704
兵器科技 HD,http://60.223.72.92:8003/rtp/226.0.2.223:9696
兵器科技 HD,http://60.223.72.92:8005/rtp/226.0.2.223:9696
兵器科技 HD,http://60.223.72.182:8003/rtp/226.0.2.223:9696
兵器科技 HD,http://183.185.153.20:8001/rtp/226.0.2.223:9696
兵器科技 HD,http://183.188.22.175:7000/rtp/226.0.2.223:9696
女性时尚 HD,http://60.223.72.92:8003/rtp/226.0.2.226:9720
女性时尚 HD,http://60.223.72.92:8005/rtp/226.0.2.226:9720
女性时尚 HD,http://60.223.72.182:8003/rtp/226.0.2.226:9720
女性时尚 HD,http://183.185.153.20:8001/rtp/226.0.2.226:9720
女性时尚 HD,http://183.188.22.175:7000/rtp/226.0.2.226:9720
高尔夫网球 HD,http://60.223.72.92:8003/rtp/226.0.2.217:9648
高尔夫网球 HD,http://60.223.72.92:8005/rtp/226.0.2.217:9648
高尔夫网球 HD,http://60.223.72.182:8003/rtp/226.0.2.217:9648
高尔夫网球 HD,http://183.185.153.20:8001/rtp/226.0.2.217:9648
高尔夫网球 HD,http://183.188.22.175:7000/rtp/226.0.2.217:9648
央视台球 HD,http://60.223.72.92:8003/rtp/226.0.2.216:9640
央视台球 HD,http://60.223.72.92:8005/rtp/226.0.2.216:9640
央视台球 HD,http://60.223.72.182:8003/rtp/226.0.2.216:9640
央视台球 HD,http://183.185.153.20:8001/rtp/226.0.2.216:9640
央视台球 HD,http://183.188.22.175:7000/rtp/226.0.2.216:9640
央视文化精品 HD,http://60.223.72.92:8003/rtp/226.0.2.219:9664
央视文化精品 HD,http://60.223.72.92:8005/rtp/226.0.2.219:9664
央视文化精品 HD,http://60.223.72.182:8003/rtp/226.0.2.219:9664
央视文化精品 HD,http://183.185.153.20:8001/rtp/226.0.2.219:9664
央视文化精品 HD,http://183.188.22.175:7000/rtp/226.0.2.219:9664
梨园频道 HD,http://60.223.72.92:8003/rtp/226.0.2.115:8832
梨园频道 HD,http://60.223.72.92:8005/rtp/226.0.2.115:8832
梨园频道 HD,http://60.223.72.182:8003/rtp/226.0.2.115:8832
梨园频道 HD,http://183.185.153.20:8001/rtp/226.0.2.115:8832
梨园频道 HD,http://183.188.22.175:7000/rtp/226.0.2.115:8832
法治天地 HD,http://60.223.72.92:8003/rtp/226.0.2.83:8576
法治天地 HD,http://60.223.72.92:8005/rtp/226.0.2.83:8576
法治天地 HD,http://60.223.72.182:8003/rtp/226.0.2.83:8576
法治天地 HD,http://183.185.153.20:8001/rtp/226.0.2.83:8576
法治天地 HD,http://183.188.22.175:7000/rtp/226.0.2.83:8576
游戏风云 HD,http://60.223.72.92:8003/rtp/226.0.2.78:8536
游戏风云 HD,http://60.223.72.92:8005/rtp/226.0.2.78:8536
游戏风云 HD,http://60.223.72.182:8003/rtp/226.0.2.78:8536
游戏风云 HD,http://183.185.153.20:8001/rtp/226.0.2.78:8536
游戏风云 HD,http://183.188.22.175:7000/rtp/226.0.2.78:8536
茶频道 HD,http://60.223.72.92:8003/rtp/226.0.2.213:9616
茶频道 HD,http://60.223.72.92:8005/rtp/226.0.2.213:9616
茶频道 HD,http://60.223.72.182:8003/rtp/226.0.2.213:9616
茶频道 HD,http://183.185.153.20:8001/rtp/226.0.2.213:9616
茶频道 HD,http://183.188.22.175:7000/rtp/226.0.2.213:9616
武术世界 HD,http://60.223.72.92:8003/rtp/226.0.2.97:8688
武术世界 HD,http://60.223.72.92:8005/rtp/226.0.2.97:8688
武术世界 HD,http://60.223.72.182:8003/rtp/226.0.2.97:8688
武术世界 HD,http://183.185.153.20:8001/rtp/226.0.2.97:8688
武术世界 HD,http://183.188.22.175:7000/rtp/226.0.2.97:8688
金鹰纪实 HD,http://60.223.72.92:8003/rtp/226.0.2.194:9464
金鹰纪实 HD,http://60.223.72.92:8005/rtp/226.0.2.194:9464
金鹰纪实 HD,http://60.223.72.182:8003/rtp/226.0.2.194:9464
金鹰纪实 HD,http://183.185.153.20:8001/rtp/226.0.2.194:9464
金鹰纪实 HD,http://183.188.22.175:7000/rtp/226.0.2.194:9464
文物宝库 HD,http://60.223.72.92:8003/rtp/226.0.2.110:8792
文物宝库 HD,http://60.223.72.92:8005/rtp/226.0.2.110:8792
文物宝库 HD,http://60.223.72.182:8003/rtp/226.0.2.110:8792
文物宝库 HD,http://183.185.153.20:8001/rtp/226.0.2.110:8792
文物宝库 HD,http://183.188.22.175:7000/rtp/226.0.2.110:8792
快乐垂钓 HD,http://60.223.72.92:8003/rtp/226.0.2.214:9624
快乐垂钓 HD,http://60.223.72.92:8005/rtp/226.0.2.214:9624
快乐垂钓 HD,http://60.223.72.182:8003/rtp/226.0.2.214:9624
快乐垂钓 HD,http://183.185.153.20:8001/rtp/226.0.2.214:9624
快乐垂钓 HD,http://183.188.22.175:7000/rtp/226.0.2.214:9624
生活时尚 HD,http://60.223.72.92:8003/rtp/226.0.2.84:8584
生活时尚 HD,http://60.223.72.92:8005/rtp/226.0.2.84:8584
生活时尚 HD,http://60.223.72.182:8003/rtp/226.0.2.84:8584
生活时尚 HD,http://183.185.153.20:8001/rtp/226.0.2.84:8584
生活时尚 HD,http://183.188.22.175:7000/rtp/226.0.2.84:8584
中国天气 HD,http://60.223.72.92:8003/rtp/226.0.2.103:8736
中国天气 HD,http://60.223.72.92:8005/rtp/226.0.2.103:8736
中国天气 HD,http://60.223.72.182:8003/rtp/226.0.2.103:8736
中国天气 HD,http://183.185.153.20:8001/rtp/226.0.2.103:8736
中国天气 HD,http://183.188.22.175:7000/rtp/226.0.2.103:8736
乐游 HD,http://60.223.72.92:8003/rtp/226.0.2.77:8528
乐游 HD,http://60.223.72.92:8005/rtp/226.0.2.77:8528
乐游 HD,http://60.223.72.182:8003/rtp/226.0.2.77:8528
乐游 HD,http://183.185.153.20:8001/rtp/226.0.2.77:8528
乐游 HD,http://183.188.22.175:7000/rtp/226.0.2.77:8528
动漫秀场 HD,http://60.223.72.92:8003/rtp/226.0.2.183:9376
动漫秀场 HD,http://60.223.72.92:8005/rtp/226.0.2.183:9376
动漫秀场 HD,http://60.223.72.182:8003/rtp/226.0.2.183:9376
动漫秀场 HD,http://183.185.153.20:8001/rtp/226.0.2.183:9376
